Id,LotArea,LotShape,LandContour,Utilities,LotConfig,Slope,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,CentralAir,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,MoSold,YrSold,SalePrice
339,14145,4,Lvl,AllPub,Corner,Gtl,1Fam,7,7,1984,TA,TA,1208,Y,0,1621,2,0,3,Gd,1,8,0,Attchd,2,Y,0,45,5,2006,202500
341,14191,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2002,TA,TA,967,Y,0,1908,2,1,4,Gd,1,9,0,Attchd,2,Y,0,0,4,2010,202900
342,8400,4,Lvl,AllPub,Inside,Gtl,1Fam,4,4,1950,Fa,Fa,721,Y,0,841,1,0,2,TA,1,4,0,CarPort,1,N,0,0,9,2009,82000
343,8544,4,Lvl,AllPub,Inside,Gtl,Duplex,3,4,1949,TA,NB,0,N,0,1040,2,0,2,TA,2,6,0,Detchd,2,Y,0,0,5,2006,87500
345,2592,4,Lvl,AllPub,Inside,Gtl,TwnhsE,5,3,1976,TA,TA,536,Y,0,1112,1,1,3,TA,1,4,0,Attchd,1,Y,0,0,4,2010,85000
346,6435,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1939,TA,TA,972,Y,0,1577,1,0,3,Fa,1,6,1,Detchd,1,Y,0,0,10,2006,140200
349,2448,4,Lvl,AllPub,Inside,Gtl,Twnhs,7,5,2003,TA,TA,764,Y,0,1626,2,1,2,Gd,1,6,0,BuiltIn,2,Y,0,27,10,2008,154000
353,9084,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1941,TA,Fa,616,N,0,1111,1,0,3,TA,1,5,0,Detchd,1,Y,0,0,3,2008,95000
354,8520,4,Lvl,AllPub,Inside,Gtl,1Fam,6,8,1928,Gd,TA,624,Y,0,720,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,5,2010,105900
355,8400,4,Bnk,AllPub,Inside,Gtl,1Fam,6,5,1940,TA,TA,940,Y,0,1595,1,0,2,TA,1,6,2,Attchd,1,Y,0,0,6,2006,140000
358,4224,4,Lvl,AllPub,Inside,Gtl,TwnhsE,5,5,1976,TA,TA,1142,Y,0,1142,1,1,3,TA,1,6,1,Attchd,2,Y,0,90,8,2007,134000
362,9144,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1940,TA,TA,883,Y,0,1505,1,0,3,TA,1,8,0,Detchd,1,N,0,0,7,2008,145000
363,7301,4,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2003,TA,NB,0,Y,0,1922,3,0,4,Gd,1,7,1,BuiltIn,2,Y,0,0,7,2009,198500
364,1680,4,Lvl,AllPub,Inside,Gtl,Twnhs,6,8,1972,TA,TA,483,Y,0,987,1,1,2,Gd,1,5,0,Detchd,1,Y,0,0,5,2009,118000
366,10690,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1920,Gd,Fa,672,Y,0,1344,1,0,3,TA,1,6,0,Detchd,1,Y,0,128,7,2009,147000
369,7800,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1954,TA,TA,1268,Y,0,1268,1,0,2,TA,1,7,1,Attchd,1,Y,0,98,3,2010,132000
372,17120,4,Lvl,AllPub,Inside,Gtl,1Fam,4,4,1959,TA,NB,0,Y,0,1588,2,0,4,TA,1,7,1,Detchd,2,N,0,59,7,2008,134432
373,7175,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,5,1984,TA,TA,744,Y,0,752,1,0,2,TA,1,4,0,Attchd,1,Y,0,0,2,2010,125000
374,10634,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1953,TA,TA,608,Y,0,1319,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,11,2009,123000
375,8200,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2003,TA,TA,847,Y,0,1928,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,48,7,2007,219500
379,11394,4,Lvl,AllPub,Corner,Gtl,1Fam,9,2,2010,TA,TA,1856,Y,0,1856,1,1,1,Ex,1,8,1,Attchd,3,Y,0,0,6,2010,394432
381,5000,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1924,TA,TA,1026,Y,0,1691,2,0,3,Gd,1,6,1,Detchd,1,Y,0,0,5,2010,127000
382,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2006,TA,Gd,1293,Y,0,1301,2,0,2,Gd,1,5,1,Attchd,2,Y,0,121,8,2006,187750
384,9000,4,Lvl,AllPub,Corner,Gtl,1Fam,6,3,1928,TA,Fa,784,N,0,784,1,0,2,TA,1,5,0,Detchd,2,N,0,0,10,2009,76000
386,3182,4,Lvl,AllPub,Inside,Gtl,TwnhsE,8,5,2004,TA,TA,1256,Y,0,1269,2,0,2,Gd,1,6,1,Attchd,2,Y,0,20,4,2010,192000
387,8410,4,Lvl,AllPub,FR2,Gtl,1Fam,5,3,1910,Fa,TA,658,Y,0,1184,1,0,5,TA,1,8,0,NA,0,N,0,151,5,2006,81000
388,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1976,TA,TA,1041,Y,0,1125,1,0,3,TA,1,6,1,Detchd,1,Y,0,0,10,2009,125000
390,12474,4,Lvl,AllPub,Inside,Gtl,1Fam,10,5,2007,TA,TA,1682,Y,0,2332,2,1,3,Ex,1,9,1,BuiltIn,3,Y,0,134,8,2008,426000
391,8405,4,Lvl,AllPub,Inside,Gtl,1Fam,5,8,1900,TA,Gd,861,Y,0,1367,1,0,4,TA,1,7,0,Detchd,1,Y,0,130,4,2008,119000
394,7446,4,Lvl,AllPub,Corner,Gtl,1Fam,4,5,1941,TA,TA,788,Y,0,788,1,0,2,TA,1,4,2,NA,0,Y,0,0,4,2006,100000
395,10134,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1940,TA,TA,735,Y,0,1034,1,0,2,TA,1,5,0,Detchd,1,Y,0,39,7,2007,109000
396,9571,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1956,TA,TA,1144,Y,0,1144,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,6,2010,129000
397,7200,4,Low,AllPub,Inside,Gtl,1Fam,5,5,1972,TA,TA,894,Y,0,894,1,0,2,TA,1,6,0,Detchd,2,Y,0,0,9,2009,123000
398,7590,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1962,TA,TA,864,Y,0,,2,0,4,TA,1,8,1,Attchd,1,Y,0,168,7,2007,169500
400,8125,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2006,TA,TA,1092,Y,0,1550,2,0,2,Gd,1,7,0,Attchd,2,Y,0,168,10,2009,241000
403,10200,4,Lvl,AllPub,Inside,Gtl,1Fam,5,8,1940,TA,TA,672,Y,0,672,1,0,2,TA,1,4,0,Detchd,1,N,0,0,8,2008,108000
404,12090,4,Lvl,AllPub,Corner,Gtl,1Fam,8,5,1998,TA,TA,1141,Y,0,2263,2,1,4,Gd,1,10,1,BuiltIn,2,Y,0,123,7,2006,258000
407,10480,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1936,TA,TA,1064,Y,473,1639,1,0,3,TA,1,6,0,Detchd,1,Y,0,0,3,2008,115000
408,15576,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1915,TA,TA,840,Y,0,1680,2,0,4,TA,1,8,0,Attchd,1,Y,0,0,3,2008,177000
409,14154,4,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2006,TA,Gd,1063,Y,0,2172,2,1,3,Gd,1,9,1,Attchd,3,Y,0,62,8,2007,280000
410,10800,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1034,Y,0,2078,2,1,3,Ex,1,8,1,Attchd,3,Y,0,102,4,2008,339750
411,9571,4,Lvl,AllPub,Inside,Gtl,1Fam,5,3,1958,Fa,Fa,1276,Y,0,1276,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,6,2009,60000
412,34650,4,Bnk,AllPub,Inside,Gtl,2fmCon,5,5,1955,TA,TA,1056,N,0,1056,1,0,3,TA,1,5,0,Attchd,2,Y,0,0,1,2006,145000
414,8960,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1927,TA,TA,1008,Y,0,1028,1,0,2,TA,1,5,1,Detchd,2,Y,0,0,3,2010,115000
417,7844,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1978,TA,TA,672,Y,0,1400,1,1,3,TA,1,6,1,Attchd,2,Y,0,0,3,2006,149500
419,8160,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1940,TA,TA,756,N,0,1134,1,1,3,TA,1,7,0,Detchd,1,P,0,0,4,2007,126000
420,8450,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1968,TA,TA,1056,Y,0,1056,1,0,3,TA,1,6,1,Attchd,1,Y,0,85,7,2010,142000
421,7060,4,Lvl,AllPub,Inside,Gtl,Duplex,7,5,1997,Gd,Gd,1344,Y,0,1344,2,0,2,TA,2,8,0,Attchd,4,Y,0,0,11,2008,206300
423,21750,4,HLS,AllPub,Inside,Mod,1Fam,5,5,1954,TA,TA,988,Y,0,988,1,0,2,TA,1,4,0,Attchd,2,N,0,0,2,2008,113000
424,9200,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,1998,TA,TA,1470,Y,0,2630,2,1,4,Gd,1,8,1,Attchd,3,Y,0,66,6,2008,315000
425,9000,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,,TA,TA,1196,Y,0,1196,1,0,2,TA,1,6,1,Attchd,1,Y,0,44,5,2008,139000
426,3378,4,HLS,AllPub,Inside,Gtl,1Fam,7,8,1946,Gd,TA,651,Y,0,1389,1,1,3,TA,1,6,2,Detchd,1,P,0,0,9,2009,135000
427,12800,4,Low,AllPub,Inside,Mod,1Fam,7,5,1989,TA,TA,1518,Y,0,1644,2,0,2,Gd,1,5,1,Attchd,2,Y,0,0,8,2009,275000
429,6762,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2007,TA,TA,1208,Y,0,1208,2,0,2,Gd,1,6,0,Attchd,2,Y,0,54,9,2007,195400
431,1680,4,Lvl,AllPub,Inside,Gtl,Twnhs,6,5,1971,TA,TA,483,Y,0,987,1,1,2,TA,1,4,0,Detchd,1,Y,0,0,7,2008,85400
433,1920,4,Lvl,AllPub,Inside,Gtl,TwnhsE,5,5,1971,TA,TA,765,Y,0,1365,1,1,2,TA,1,6,0,Detchd,2,Y,0,36,8,2007,122500
435,1890,4,Lvl,AllPub,Inside,Gtl,Twnhs,4,7,1972,Gd,TA,630,Y,0,630,1,0,1,TA,1,3,0,NA,0,Y,0,0,6,2008,81000
437,4400,4,Lvl,AllPub,Inside,Gtl,1Fam,6,8,1920,TA,TA,648,Y,0,1118,1,0,2,TA,1,6,0,Detchd,2,Y,0,0,10,2006,116000
438,6000,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1926,TA,TA,884,Y,0,904,1,0,2,TA,1,4,0,Detchd,1,Y,0,0,1,2009,119000
439,4280,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1913,TA,TA,440,N,0,694,1,0,2,Gd,1,4,1,Detchd,1,P,0,0,3,2007,90350
440,12354,4,Lvl,AllPub,Corner,Gtl,1Fam,6,8,1920,TA,Fa,684,Y,0,1196,1,0,3,Gd,1,7,0,Detchd,2,Y,0,46,8,2009,110000
441,15431,4,Lvl,AllPub,Inside,Gtl,1Fam,10,5,2008,TA,TA,3094,Y,0,2402,2,0,2,Ex,1,10,2,Attchd,3,Y,0,72,4,2009,555000
442,12108,4,Lvl,AllPub,Inside,Gtl,Duplex,4,4,1955,TA,TA,1440,N,0,1440,2,0,4,Fa,2,8,0,NA,0,Y,0,0,9,2008,118000
443,6240,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1930,TA,TA,1078,Y,0,1573,2,0,3,TA,1,8,1,Detchd,2,P,0,0,6,2008,162900
444,3922,4,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2006,TA,TA,1258,Y,0,1258,2,0,2,Gd,1,6,1,Attchd,3,Y,0,16,6,2007,172500
445,8750,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1994,Gd,TA,915,Y,0,1908,2,1,4,Gd,1,8,1,Attchd,2,Y,0,133,7,2008,210000
446,9855,4,Lvl,AllPub,Corner,Gtl,1Fam,6,5,1956,TA,TA,1436,Y,0,1689,1,0,3,TA,1,7,1,Attchd,2,Y,0,0,11,2009,127500
449,8600,4,Bnk,AllPub,Inside,Gtl,1Fam,6,6,1937,TA,TA,780,Y,0,1376,2,0,3,TA,1,7,1,Detchd,1,N,0,0,6,2006,119500
450,6000,4,Lvl,AllPub,Inside,Gtl,1Fam,3,7,1948,Gd,TA,649,Y,0,1183,1,1,2,TA,1,6,0,Detchd,1,Y,0,176,6,2007,120000
451,5684,4,Lvl,AllPub,Inside,Gtl,1Fam,6,8,1930,TA,TA,813,Y,0,813,1,0,2,Gd,1,5,0,Detchd,1,N,0,113,6,2006,110000
454,9000,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2008,TA,TA,768,Y,0,1590,2,1,3,Gd,1,6,0,Attchd,2,Y,0,30,6,2009,210000
455,9297,4,Lvl,AllPub,Inside,Gtl,Duplex,5,5,1976,TA,TA,1728,Y,0,1728,2,0,4,TA,2,8,0,Detchd,2,Y,0,0,7,2006,188000
456,9600,4,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1973,TA,TA,1242,Y,0,1242,1,1,3,TA,1,6,1,Attchd,2,Y,0,0,9,2007,175500
457,4571,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1916,TA,TA,624,N,0,1344,1,0,4,TA,1,7,0,Detchd,3,Y,0,0,5,2008,98000
459,5100,4,Lvl,AllPub,Inside,Gtl,1Fam,8,7,1925,Gd,TA,588,Y,0,1666,1,0,3,Gd,1,7,1,Detchd,1,Y,0,63,6,2008,161000
462,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,7,9,1936,Gd,Gd,560,Y,0,1135,1,0,3,Gd,1,6,0,Detchd,2,Y,0,0,4,2009,155000
465,8430,4,HLS,AllPub,Inside,Mod,1Fam,5,5,1978,TA,TA,1040,Y,0,1040,2,0,3,TA,1,5,0,NA,0,Y,0,0,8,2009,124000
466,3072,4,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2004,TA,TA,1375,Y,0,1414,2,0,2,Gd,1,6,1,Attchd,2,Y,0,20,5,2006,178740
467,10628,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1970,Gd,Gd,1277,Y,0,1277,1,0,2,TA,1,5,1,Attchd,2,Y,0,0,4,2007,167000
468,9480,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1942,TA,TA,728,Y,0,1644,1,1,3,Gd,1,7,2,Attchd,1,Y,0,0,6,2007,146500
472,11952,4,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1977,TA,TA,808,Y,0,1969,2,1,3,TA,1,8,1,Attchd,2,Y,0,0,11,2007,190000
473,3675,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,5,2005,TA,TA,547,Y,0,1072,1,0,2,TA,1,5,0,Basment,2,Y,0,28,6,2008,148000
475,5330,4,Lvl,AllPub,Inside,Gtl,TwnhsE,8,5,2000,TA,TA,1494,Y,0,1652,2,0,2,Ex,1,6,0,Attchd,2,Y,0,48,8,2007,251000
476,8480,4,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1963,TA,TA,970,Y,0,970,1,0,2,TA,1,5,0,Detchd,2,Y,0,24,7,2007,132500
477,13125,4,Lvl,AllPub,Inside,Mod,1Fam,6,5,1997,TA,TA,1478,Y,0,1493,2,0,3,Gd,1,7,1,Attchd,2,Y,0,39,4,2008,208900
478,13693,4,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2006,TA,TA,2153,Y,0,2643,2,1,3,Ex,1,9,1,BuiltIn,3,Y,0,84,3,2007,380000
479,10637,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1705,Y,0,1718,2,0,3,Gd,1,7,1,Attchd,3,Y,0,44,9,2009,297000
480,5925,4,Bnk,AllPub,Inside,Gtl,1Fam,4,7,1937,TA,TA,907,Y,0,1131,1,0,2,TA,1,7,0,Detchd,2,Y,0,72,3,2007,89471
483,2500,4,Lvl,AllPub,Corner,Gtl,1Fam,7,8,1915,TA,TA,910,Y,0,1826,1,1,4,Ex,1,7,1,Attchd,1,Y,0,0,6,2009,155000
484,4500,4,Lvl,AllPub,FR2,Gtl,Twnhs,6,5,1998,TA,TA,1216,Y,0,1216,2,0,2,TA,1,5,0,Attchd,2,Y,0,125,5,2006,164000
486,9600,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1950,TA,TA,1113,Y,0,1113,1,0,3,Gd,1,5,1,Attchd,1,Y,0,80,7,2009,147000
487,10289,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1965,TA,TA,1073,Y,0,1073,1,1,3,TA,1,6,0,Attchd,2,Y,0,0,6,2007,156000
489,10800,4,Lvl,AllPub,Corner,Gtl,2fmCon,5,4,1900,Fa,Fa,954,N,0,2414,2,0,3,TA,2,10,1,Attchd,2,N,0,0,5,2006,160000
490,1526,4,Lvl,AllPub,Inside,Gtl,Twnhs,4,8,1970,Gd,TA,630,Y,0,630,1,0,1,Gd,1,3,0,Attchd,1,Y,0,0,5,2009,86000
491,2665,4,Lvl,AllPub,Inside,Gtl,TwnhsE,5,6,1976,TA,TA,264,Y,0,1304,1,1,3,TA,1,4,1,BuiltIn,1,Y,0,24,6,2008,115000
492,9490,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1941,TA,TA,806,Y,0,1578,1,0,3,Fa,1,5,2,Attchd,1,Y,0,0,8,2006,133000
494,7931,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1960,TA,TA,1269,Y,0,1269,1,1,3,TA,1,6,1,Detchd,1,Y,0,0,6,2008,155000
495,5784,4,Lvl,AllPub,Inside,Gtl,1Fam,5,8,1938,TA,TA,190,Y,0,886,1,0,2,TA,1,4,0,Attchd,1,Y,0,20,12,2009,91300
496,7879,4,Lvl,AllPub,Inside,Gtl,1Fam,4,5,1920,TA,TA,720,N,0,720,1,0,2,TA,1,4,0,NA,0,N,0,523,11,2009,34900
498,9120,4,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1925,Gd,TA,1026,Y,0,1820,2,0,4,TA,1,8,0,Detchd,1,N,0,100,6,2008,184000
499,7800,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1967,TA,TA,864,Y,0,899,1,0,3,Gd,1,5,0,Attchd,1,Y,0,0,6,2009,130000
501,1890,4,Lvl,AllPub,Inside,Gtl,Twnhs,6,5,1973,TA,TA,672,Y,0,1218,1,1,3,TA,1,7,0,Detchd,1,Y,0,28,5,2007,113000
502,9803,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2005,TA,TA,866,Y,0,1768,2,1,3,Gd,1,7,0,Attchd,2,Y,0,108,2,2008,226700
503,9170,4,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1965,TA,TA,1214,Y,0,1214,1,0,2,TA,1,6,0,Detchd,2,Y,0,0,4,2007,140000
505,2308,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,5,1974,TA,TA,855,Y,0,1322,2,1,3,TA,1,6,1,Attchd,2,Y,0,0,6,2009,147000
506,7596,4,Lvl,AllPub,Inside,Gtl,Duplex,5,5,1952,TA,TA,960,Y,0,1960,2,0,4,TA,2,10,0,Detchd,2,N,0,0,7,2009,124500
510,9600,4,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1959,TA,TA,1041,Y,0,1041,1,0,3,TA,1,6,0,Attchd,1,Y,0,88,7,2009,124500
511,14559,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1951,TA,TA,1008,Y,0,1363,1,0,2,TA,1,6,2,CarPort,1,Y,0,42,6,2009,164900
513,9100,4,Lvl,AllPub,Corner,Gtl,1Fam,5,5,1958,TA,TA,864,Y,0,864,1,0,3,TA,1,5,0,Detchd,2,Y,0,0,7,2006,129900
514,9187,4,Bnk,AllPub,Corner,Gtl,1Fam,6,5,1983,Gd,TA,1084,Y,0,1080,1,1,3,TA,1,5,0,Attchd,2,Y,0,0,6,2007,134000
515,10594,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1926,TA,TA,768,N,0,789,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,6,2007,96500
516,12220,4,Lvl,AllPub,Inside,Gtl,1Fam,10,5,2009,TA,TA,2006,Y,0,2020,2,1,3,Ex,1,9,1,Attchd,3,Y,0,54,9,2009,402861
520,10918,4,Lvl,AllPub,Inside,Gtl,1Fam,7,9,1926,TA,TA,1276,Y,0,2080,1,1,3,Gd,1,9,2,Detchd,1,Y,0,0,6,2009,234000
521,10800,4,Lvl,AllPub,Inside,Gtl,2fmCon,4,7,1900,TA,NB,0,N,0,1294,2,0,3,TA,2,7,0,NA,0,N,0,114,8,2008,106250
523,5000,4,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1947,Gd,TA,1004,Y,0,1664,2,0,3,TA,1,7,2,Detchd,2,Y,0,24,10,2006,159000
526,7500,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2005,TA,TA,1257,Y,0,1266,2,0,3,Gd,1,6,1,Attchd,2,Y,0,144,4,2006,176000
527,13300,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1956,TA,TA,928,Y,0,928,1,0,2,TA,1,4,0,Attchd,1,Y,0,0,6,2007,132000
531,10200,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1988,TA,TA,1461,Y,0,1509,2,0,3,Gd,1,5,1,Attchd,2,Y,0,0,8,2008,175000
533,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1955,TA,NB,0,Y,0,827,1,0,2,TA,1,5,1,Detchd,1,Y,0,0,4,2010,107500
534,5000,4,Low,AllPub,Inside,Mod,1Fam,1,3,1946,Fa,NB,0,N,0,334,1,0,1,Fa,1,2,0,NA,0,N,0,0,1,2007,39300
536,7000,4,Lvl,AllPub,Inside,Gtl,2fmCon,5,7,1910,TA,TA,1117,Y,0,1347,1,0,3,TA,1,5,0,NA,0,N,0,0,1,2008,107500
540,11423,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2001,TA,TA,1581,Y,0,1601,2,0,3,Gd,1,6,1,Attchd,2,Y,0,0,5,2010,272000
541,14601,4,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2006,TA,TA,1838,Y,0,1838,2,0,2,Ex,1,8,1,Attchd,3,Y,0,68,3,2009,315000
542,11000,4,Lvl,AllPub,FR2,Gtl,1Fam,8,5,2000,TA,TA,969,Y,0,2285,2,1,4,Gd,1,8,1,BuiltIn,3,Y,0,56,6,2007,248000
543,10140,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1998,TA,TA,1650,Y,0,1680,2,0,3,Gd,1,7,1,Attchd,2,Y,0,73,6,2009,213250
544,4058,4,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,1998,TA,TA,723,Y,0,767,1,0,1,TA,1,4,0,Attchd,1,Y,0,40,6,2007,133000
548,7244,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1970,Gd,TA,768,Y,0,768,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,4,2007,129500
550,9375,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2003,TA,TA,912,Y,0,2094,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,182,11,2009,263000
551,4043,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,6,1977,TA,TA,1069,Y,0,1069,2,0,2,TA,1,4,0,Attchd,2,Y,0,55,10,2008,140000
552,6000,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1957,TA,TA,928,Y,0,928,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,6,2008,112500
554,8777,4,Lvl,AllPub,Inside,Gtl,1Fam,4,5,1949,TA,NB,0,Y,0,1126,2,0,2,Gd,1,5,0,Detchd,2,N,0,96,5,2009,108000
555,10625,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2003,TA,TA,998,Y,0,2046,2,1,3,Gd,1,8,1,BuiltIn,3,Y,0,62,8,2008,284000
556,6380,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1922,TA,Fa,993,Y,0,1048,1,0,2,TA,1,5,1,Detchd,1,Y,0,0,8,2006,113000
558,11040,4,Low,AllPub,Inside,Mod,1Fam,4,6,,TA,TA,637,Y,0,1336,1,1,3,TA,1,7,0,CarPort,1,Y,0,47,9,2006,108000
560,3196,4,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2003,TA,TA,1374,Y,0,1557,2,0,2,Gd,1,7,1,Attchd,2,Y,0,20,10,2006,234000
562,10010,4,Lvl,AllPub,Inside,Mod,1Fam,5,5,1974,TA,TA,1389,Y,0,1389,1,0,2,TA,1,6,1,Attchd,2,Y,0,38,4,2006,170000
563,13907,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1940,TA,TA,996,Y,0,996,1,0,3,TA,1,6,1,NA,0,Y,0,0,7,2008,108000
564,21780,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1918,TA,TA,1163,Y,0,1674,2,0,4,TA,1,8,1,Detchd,2,N,0,36,7,2008,185000
566,6858,4,Bnk,AllPub,Corner,Gtl,1Fam,6,4,1915,TA,TA,806,N,0,1647,1,1,4,Fa,1,6,0,Detchd,1,Y,0,66,5,2010,128000
572,7332,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1959,TA,TA,864,Y,0,864,1,0,2,Gd,1,4,0,Attchd,1,Y,0,0,10,2006,120000
575,10500,4,Lvl,AllPub,FR2,Gtl,1Fam,5,7,1971,TA,TA,372,Y,0,1109,1,0,3,TA,1,5,0,BuiltIn,1,Y,0,0,12,2007,139000
576,8480,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1947,TA,TA,832,Y,0,1216,1,0,2,TA,1,6,0,Detchd,1,Y,0,0,10,2008,118500
577,6292,4,Lvl,AllPub,Inside,Gtl,1Fam,7,7,1928,TA,TA,861,Y,0,1477,2,0,3,TA,1,6,1,Detchd,1,Y,0,50,8,2009,145000
579,3604,4,Lvl,AllPub,Corner,Gtl,TwnhsE,7,5,2007,TA,TA,689,Y,0,1392,2,0,2,Gd,1,5,0,Detchd,2,Y,0,102,2,2008,146000
580,12150,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1954,TA,TA,1050,N,0,1795,2,0,4,TA,1,7,0,Attchd,1,Y,0,0,11,2008,131500
582,12704,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2008,TA,TA,2042,Y,0,2042,2,1,3,Ex,1,8,1,Attchd,3,Y,0,90,8,2009,253293
583,11841,4,Lvl,AllPub,Inside,Gtl,Duplex,6,5,1990,Gd,TA,816,Y,0,816,1,0,3,TA,1,5,0,NA,0,Y,0,32,5,2007,118500
585,6120,4,Lvl,AllPub,Inside,Gtl,1Fam,4,7,1935,TA,TA,884,Y,0,1573,1,0,3,Gd,1,6,0,Detchd,1,Y,0,0,7,2009,133000
586,11443,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2005,TA,TA,1868,Y,0,2028,2,0,2,Gd,1,7,2,Attchd,3,Y,0,66,3,2006,369900
587,10267,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1918,Gd,Gd,816,Y,0,838,1,0,2,Fa,1,5,0,Detchd,1,N,0,0,5,2008,130000
